	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_5042	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Marinilabiaceae	g__Mangroviflexus	s__
OTU_11605	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucomicrobium	s__
OTU_1129	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__Sphaerobacterales	f__Sphaerobacteraceae	g__Nitrolancea	s__
OTU_10432	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__
OTU_2547	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus	s__
OTU_9452	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__
OTU_13675	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_12200	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_11752	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Niastella	s__
OTU_9170	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Hymenobacter	s__
OTU_10033	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_7276	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_13883	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_4410	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_2144	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__HSB OF53-F07	g__	s__
OTU_9318	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Leptolinea	s__
OTU_6519	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	s__
OTU_6400	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_13683	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Blastopirellula	s__
OTU_9209	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_10053	k__Bacteria	p__Elusimicrobia	c__Elusimicrobia	o__MVP-88	f__	g__	s__
OTU_6803	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__KF-JG30-B3	g__	s__
OTU_14098	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_4586	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_12903	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_11269	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_11699	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__BIrii41	g__	s__
OTU_4363	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__	s__
OTU_9310	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__OPB56	g__	s__
OTU_13686	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Herpetosiphonales	f__Herpetosiphonaceae	g__Herpetosiphon	s__
OTU_9953	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Ferruginibacter	s__
OTU_10116	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU_12873	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_7135	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_13551	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__OM27 clade	s__
OTU_12335	k__Bacteria	p__Spirochaetae	c__Spirochaetes	o__Spirochaetales	f__Leptospiraceae	g__	s__
OTU_11026	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 17	f__	g__	s__
OTU_5317	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	g__Martelella	s__
OTU_6745	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_11372	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Nitrospinaceae	g__Candidatus Entotheonella	s__
OTU_6392	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13693	k__Bacteria	p__Planctomycetes	c__vadinHA49	o__	f__	g__	s__
OTU_12965	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	g__Polyangium	s__
OTU_11772	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Niastella	s__
OTU_6931	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_14306	Unassigned	p__	c__	o__	f__	g__	s__
OTU_2163	k__Bacteria	p__WD272	c__	o__	f__	g__	s__
OTU_9727	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_5056	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_5602	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_12831	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_11684	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13426	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__	s__
OTU_12388	k__Bacteria	p__Chloroflexi	c__S085	o__	f__	g__	s__
OTU_13808	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__GR-WP33-30	f__	g__	s__
OTU_12673	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_8487	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_3831	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_4738	k__Bacteria	p__Armatimonadetes	c__Chthonomonadetes	o__Chthonomonadales	f__	g__	s__
OTU_13003	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_7864	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_5477	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_8269	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__Deferrisoma	s__
OTU_5051	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_13383	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Thiothrix	s__Thiothrix sp. ectosymbiont of Niphargus ictus
OTU_13701	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Zymomonas	s__
OTU_6644	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__	s__
OTU_9414	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Sh765B-TzT-29	f__	g__	s__
OTU_10231	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__Peredibacter	s__
OTU_12697	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_12906	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__288-2	g__	s__
OTU_12772	k__Bacteria	p__Planctomycetes	c__Pla3 lineage	o__	f__	g__	s__
OTU_8806	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_13707	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__B12-WMSP1	f__	g__	s__
OTU_9191	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__11-24	g__	s__
OTU_10944	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_3549	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromusa	s__
OTU_7247	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Adhaeribacter	s__
OTU_5837	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
OTU_5805	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_10046	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 10	f__ABS-19	g__	s__
OTU_9205	k__Bacteria	p__Lentisphaerae	c__	o__	f__	g__	s__
OTU_13710	k__Bacteria	p__Gracilibacteria	c__	o__	f__	g__	s__
OTU_14277	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_7223	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Chloroflexaceae	g__Candidatus Chloroploca	s__
OTU_12550	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__AKYG1722	f__	g__	s__
OTU_12907	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__0319-6A21	g__	s__
OTU_3812	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Candidatus Solibacter	s__
OTU_9349	k__Bacteria	p__Lentisphaerae	c__Lentisphaerae RFP12 gut group	o__	f__	g__	s__
OTU_9688	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13205	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhodobiaceae	g__Tepidamorphus	s__
OTU_14145	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_6975	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_3211	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutae vadinHA64	f__	g__	s__
OTU_7131	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidia Incertae Sedis	f__Prolixibacteraceae	g__Prolixibacter	s__
OTU_8636	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_9554	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_9792	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_10468	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_14274	k__Bacteria	p__Planctomycetes	c__vadinHA49	o__	f__	g__	s__
OTU_9496	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_14065	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_8997	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__	s__
OTU_14272	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV26	g__	s__
OTU_9426	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family XII	g__Acidaminobacter	s__
OTU_11609	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_11869	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_7925	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_12285	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
OTU_2357	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__PHOS-HE36	g__	s__
OTU_11313	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_14226	Unassigned	p__	c__	o__	f__	g__	s__
OTU_4737	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_10502	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Oligoflexales	f__Oligoflexaceae	g__	s__
OTU_5258	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13076	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Order II	f__Rhodothermaceae	g__	s__
OTU_10485	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Gemmata	s__
OTU_11189	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Order II	f__Rhodothermaceae	g__	s__
OTU_5322	k__Bacteria	p__Lentisphaerae	c__WCHB1-41	o__	f__	g__	s__
OTU_975	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halorubrum	s__
OTU_1932	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus
OTU_3847	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__1013-28-CG33	f__	g__	s__
OTU_12744	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_5474	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_3864	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_12321	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__	g__	s__
OTU_12456	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__HOC36	f__	g__	s__
OTU_360	k__Bacteria	p__Synergistetes	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__
OTU_11226	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pir4 lineage	s__
OTU_13365	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_13504	k__Bacteria	p__Elusimicrobia	c__Elusimicrobia	o__Lineage IV	f__	g__	s__
OTU_12651	k__Bacteria	p__Chloroflexi	c__JG30-KF-CM66	o__	f__	g__	s__
OTU_8641	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__	s__
OTU_9468	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
OTU_9339	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_3962	Unassigned	p__	c__	o__	f__	g__	s__
OTU_9211	k__Bacteria	p__WCHB1-60	c__	o__	f__	g__	s__
OTU_5699	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionIII	f__FamilyI	g__Microcoleus	s__Persicaria minor
OTU_13734	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__Haliscomenobacter	s__
OTU_9609	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__MWH-CFBk5	g__	s__
OTU_8511	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_3655	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes vadinHA17	o__	f__	g__	s__
OTU_4937	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_5347	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__
OTU_9620	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionIII	f__FamilyI	g__Leptolyngbya	s__
OTU_11396	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_10313	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__S0134 terrestrial group	f__	g__	s__
OTU_5038	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__mle1-27	g__	s__
OTU_12711	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_9472	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_11111	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU_4879	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_5432	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bacteriovoracaceae	g__Deferrisoma	s__
OTU_5287	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__
OTU_7761	k__Bacteria	p__Lentisphaerae	c__PBS-III-20	o__	f__	g__	s__
OTU_11790	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Aquicella	s__
OTU_5973	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__BD1-7 clade	s__
OTU_7730	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	f__	g__	s__
OTU_8258	Unassigned	p__	c__	o__	f__	g__	s__
OTU_5063	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_7021	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Acidisphaera	s__
OTU_6466	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Thauera	s__
OTU_12006	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_9708	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_6671	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_9773	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muriicola	s__
OTU_4809	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__AT425-EubC11 terrestrial group	f__	g__	s__
OTU_8632	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_4643	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13759	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__	s__
OTU_8294	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_13904	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_12497	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_13760	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__DS-100	g__	s__
OTU_9509	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU_6884	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_9765	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Pseudospirillum	s__
OTU_4555	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Chloroflexaceae	g__Candidatus Chloroploca	s__
OTU_9473	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
OTU_655	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__
OTU_7194	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__BD1-7 clade	s__
OTU_13766	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_8086	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__JTB255 marine benthic group	g__	s__
OTU_5354	k__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__
OTU_3889	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Rhizomicrobium	s__
OTU_8498	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__Sphaerobacterales	f__Sphaerobacteraceae	g__Nitrolancea	s__
OTU_14041	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_5026	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__	s__
OTU_11827	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_8786	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_7172	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_2530	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Order III	f__	g__	s__
OTU_13773	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_13774	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_13777	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Sandaracinaceae	g__Sandaracinus	s__
OTU_10218	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Sandaracinaceae	g__	s__
OTU_11340	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_10490	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadales Incertae Sedis	g__	s__
OTU_14282	k__Bacteria	p__Chloroflexi	c__JG30-KF-CM66	o__	f__	g__	s__
OTU_4683	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__SM1A02	s__
OTU_7863	k__Bacteria	p__Parcubacteria	c__	o__	f__	g__	s__
OTU_3814	k__Bacteria	p__Candidate division SR1	c__	o__	f__	g__	s__
OTU_9837	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_9290	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Skermanella	s__
OTU_13393	k__Bacteria	p__Bacteroidetes	c__SB-5	o__	f__	g__	s__
OTU_11341	k__Bacteria	p__Proteobacteria	c__SPOTSOCT00m83	o__	f__	g__	s__
OTU_4420	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_4071	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Kibdelosporangium	s__
OTU_11228	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_4547	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__	s__
OTU_7277	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_11178	k__Bacteria	p__Gracilibacteria	c__mixed culture isolate koll6	o__mixed culture isolate koll6	f__mixed culture isolate koll6	g__mixed culture isolate koll6	s__mixed culture isolate koll6
OTU_13507	k__Bacteria	p__	c__	o__	f__	g__	s__
OTU_11897	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
OTU_7094	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_9871	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__NS9 marine group	g__	s__
OTU_13344	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 23	f__	g__	s__
OTU_12785	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7159	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__	s__
OTU_5223	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_8184	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_14112	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_4521	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__	s__
OTU_7929	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_3318	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV26	g__	s__
OTU_8822	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfococcus	s__
